book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
2006,55,7,25443,252,5,12,2021,134,2
197,28,6,16532,263,4,34,2019,69,7
2622,269,6,25512,674,10,17,2017,101,2
2763,151,1,16419,453,1,12,2012,67,4
587,262,5,21979,694,7,39,2011,153,3
565,71,6,26045,551,1,43,2014,161,2
1404,449,10,14314,126,3,1,2002,21,6
1639,64,10,12272,91,1,21,2003,66,3
495,241,9,24548,174,5,50,2016,12,3
2024,98,8,9060,307,10,47,2020,14,4
2375,63,4,7878,380,10,23,2006,64,6
689,86,5,24977,163,10,39,2010,68,2
953,136,6,25797,132,8,1,2020,138,7
2310,253,2,25880,395,10,42,2011,162,4
1359,195,7,28529,221,6,30,2001,70,6
2656,264,3,29424,310,1,35,2006,80,6
2752,125,3,11600,679,9,11,2007,42,1
964,363,6,28027,322,3,12,2019,153,6
555,253,8,8391,168,8,50,2002,27,2
186,111,4,1143,521,3,21,2009,196,5
326,340,7,14899,116,4,36,2001,33,7
254,275,6,24223,562,9,12,2012,181,6
1131,192,10,13586,496,6,6,2016,196,5
2523,379,1,79,187,4,32,2005,126,3
1087,311,1,29635,474,4,20,2004,147,2
1975,87,3,5456,611,4,14,2016,138,3
1180,69,3,6074,305,1,38,2015,137,1
2659,130,3,12942,642,1,46,2015,173,1
1896,410,8,28269,586,4,9,2002,149,6
1130,390,10,6030,229,9,28,2006,110,3
2266,106,3,18119,619,9,47,2016,42,7
1267,163,4,27250,497,1,21,2003,34,1
300,331,1,16809,328,5,26,2003,138,3
2247,269,3,9984,287,8,9,2011,81,5
1692,420,5,5773,427,4,34,2021,128,4
3000,196,4,681,213,9,48,2011,153,1
71,194,10,9056,289,5,4,2014,186,5
1444,397,5,2983,489,10,16,2001,14,3
1578,9,9,18695,133,10,24,2000,51,7
660,263,9,26277,277,6,39,2000,7,3
251,429,7,13201,527,5,31,2014,184,3
906,96,5,243,624,8,29,2015,4,7
182,446,9,27990,514,1,14,2004,9,6
990,227,8,8300,460,4,28,2019,96,6
2435,196,7,22152,122,1,8,2006,21,2
440,305,7,20542,477,1,18,2007,189,4
137,311,2,23072,497,7,42,2003,128,4
898,4,1,25622,122,4,48,2001,5,6
1053,375,4,5752,208,2,43,2003,194,7
1188,248,6,12621,269,1,37,2010,167,1
1972,344,3,9903,255,3,40,2009,84,6
821,395,9,151,658,10,24,2007,33,3
2969,417,1,7230,609,5,29,2000,200,4
2570,193,8,21694,620,9,30,2020,151,6
1616,240,3,5262,144,4,37,2007,73,3
518,198,7,14819,173,9,6,2010,40,7
1690,221,7,5350,593,6,31,2005,188,1
803,49,6,18023,518,5,37,2002,182,6
2487,125,6,19286,463,7,36,2006,171,3
110,411,7,24860,103,5,19,2012,111,3
2020,306,9,28523,562,4,11,2001,199,2
2596,224,7,14237,340,3,29,2008,139,3
739,269,9,14618,369,5,40,2004,177,2
2868,76,1,3093,320,3,41,2011,123,1
2856,352,4,29459,175,4,35,2018,58,1
2065,65,6,21263,79,6,18,2014,73,7
288,56,8,14246,600,4,2,2021,137,1
134,274,8,11505,309,6,24,2005,23,1
1860,303,7,14485,188,8,3,2015,164,5
1515,6,2,439,653,3,32,2004,27,7
2547,386,4,23973,529,2,4,2020,177,4
1375,19,5,21088,373,9,18,2000,91,6
2195,321,3,6090,175,9,10,2016,58,5
981,123,8,17204,528,4,29,2013,76,2
1546,414,8,15086,242,4,5,2007,101,2
2568,399,4,12457,669,1,47,2004,22,3
1981,85,5,24238,119,6,12,2016,35,7
1401,198,10,19569,564,1,18,2020,9,6
1936,45,3,22895,694,7,10,2003,113,5
1201,197,3,1949,201,5,49,2005,82,4
695,205,8,29620,151,6,44,2011,25,1
2755,406,5,3666,248,9,13,2018,102,6
1041,321,2,15347,313,9,19,2015,5,2
2932,210,6,15727,490,1,47,2015,118,7
2112,324,3,21957,458,6,11,2018,143,7
1922,39,1,10385,121,8,6,2012,193,4
254,258,9,25715,475,8,10,2000,41,6
2503,396,9,4535,259,3,34,2011,48,5
768,34,10,14042,440,7,10,2018,107,6
1004,249,8,12416,270,9,50,2001,69,2
1254,235,3,1271,163,3,36,2016,119,3
1997,442,5,1708,95,8,26,2016,188,3
1683,102,2,27072,389,2,16,2003,149,4
383,219,4,13085,511,9,48,2018,123,6
1539,24,8,12583,403,6,11,2019,101,5
2264,391,2,8091,654,6,17,2000,175,4
569,118,10,15929,576,2,27,2003,140,7
2640,162,5,9167,378,8,4,2021,133,6
1381,92,4,8377,635,8,41,2000,157,6
1177,150,2,6723,642,2,18,2013,127,2
662,368,2,28691,605,4,45,2012,132,5
615,417,3,10711,577,2,22,2012,169,5
2662,243,3,6081,346,3,33,2016,14,1
1060,222,10,14681,546,8,12,2016,16,7
1303,198,6,18386,472,4,32,2016,63,2
2396,350,6,22734,262,1,27,2011,49,5
699,317,8,13386,203,5,2,2012,88,7
2109,64,8,4912,453,3,11,2008,129,3
711,180,10,20801,144,5,3,2011,180,6
2444,162,6,2737,498,1,4,2011,63,5
1391,270,3,8258,365,3,15,2017,57,2
2263,197,2,6919,631,6,35,2018,92,4
517,188,10,15448,607,8,2,2007,47,6
2140,347,2,28078,443,3,17,2017,29,1
222,384,5,5503,519,8,8,2013,79,5
2265,235,4,28378,158,3,41,2008,200,7
1054,265,10,18599,423,6,42,2004,99,2
1050,359,2,4067,405,6,20,2005,57,3
2339,105,4,23869,387,7,12,2003,28,7
2816,248,9,26518,277,10,47,2008,7,3
11,312,7,8608,591,8,15,2016,199,4
340,233,2,7069,157,8,13,2020,152,6
2888,252,6,19726,405,10,33,2006,42,1
1848,407,5,10890,654,10,45,2004,170,3
2396,406,3,14265,560,10,33,2015,142,4
893,444,7,18776,353,10,14,2011,103,1
927,393,8,16519,278,3,47,2021,179,5
1964,202,5,4129,421,10,3,2010,98,7
2310,76,5,16613,248,3,49,2010,59,4
2739,432,9,10888,689,5,14,2010,33,1
1806,92,8,7965,85,7,7,2001,194,1
1529,275,9,17100,573,10,9,2019,43,4
1940,36,9,21840,396,10,38,2000,161,3
1189,361,5,14900,442,2,10,2013,71,4
2163,422,4,6630,331,5,17,2002,67,6
2464,295,3,9445,217,1,40,2003,185,3
726,100,5,25478,459,5,39,2004,196,7
2455,174,6,23189,620,4,1,2008,142,4
2635,224,4,22881,700,9,1,2008,190,6
480,49,3,962,165,4,47,2019,188,7
2033,143,4,23806,636,3,5,2019,173,3
545,422,9,4564,106,3,27,2000,90,3
2998,242,3,4337,346,7,34,2012,13,3
2001,259,6,18073,496,6,28,2001,35,7
201,290,7,11807,665,2,31,2002,146,4
2015,307,4,24906,116,5,16,2018,187,7
